35833,"University of Kashmir, Srinagar (Id: U-0196)","GOVERNMENT DEGREE COLLEGE, MAGAM, TANGMARG (Id: C-48525)",Affiliated College,Jammu and Kashmir,Baramula
35834,"University of Kashmir, Srinagar (Id: U-0196)","GOVERNMENT DEGREE COLLEGE, PAMPORE (Id: C-48532)",Affiliated College,Jammu and Kashmir,Pulwama
35835,"University of Kashmir, Srinagar (Id: U-0196)","GOVERNMENT DEGREE COLLEGE, TANGMARG (Id: C-48526)",Affiliated College,Jammu and Kashmir,Baramula
35836,"University of Kashmir, Srinagar (Id: U-0196)",GOVERNMENT DEGREE COLLEGE WOMEN (Id: C-48530),Affiliated College,Jammu and Kashmir,Kupwara
35837,"University of Kashmir, Srinagar (Id: U-0196)","GOVERNMENT ORIENTAL COLLEGE, BAGHI-DILAWAW KHAN (Id: C-46523)",Affiliated College,Jammu and Kashmir,Srinagar
35838,"University of Kashmir, Srinagar (Id: U-0196)","Govt. College for Women M.A.Road, Srinagar (Id: C-21405)",Affiliated College,Jammu and Kashmir,Srinagar
35839,"University of Kashmir, Srinagar (Id: U-0196)","Govt. College for Women Nawakadal, Srinagar (Id: C-21408)",Affiliated College,Jammu and Kashmir,Srinagar
35840,"University of Kashmir, Srinagar (Id: U-0196)","Govt. College of Education, Srinagar (Id: C-21457)",Constituent / University College,Jammu and Kashmir,Srinagar
35841,"University of Kashmir, Srinagar (Id: U-0196)","Govt. College of Physical Education Ganderbal,Kashmir (Id: C-21444)",Affiliated College,Jammu and Kashmir,Ganderbal
35842,"University of Kashmir, Srinagar (Id: U-0196)","Govt. Degree College Bandipora, Kashmir (Id: C-21450)",Affiliated College,Jammu and Kashmir,Bandipore
35843,"University of Kashmir, Srinagar (Id: U-0196)","Govt. Degree College Beerwah, Kashmir (Id: C-21439)",Affiliated College,Jammu and Kashmir,budgam
35844,"University of Kashmir, Srinagar (Id: U-0196)","Govt. Degree College Bemina, Srinagar (Id: C-21404)",Affiliated College,Jammu and Kashmir,Srinagar
35845,"University of Kashmir, Srinagar (Id: U-0196)","Govt. Degree College Bijbehara, Kashmir (Id: C-21448)",Affiliated College,Jammu and Kashmir,Anantnag
35846,"University of Kashmir, Srinagar (Id: U-0196)","Govt. Degree College Boys Baramullah, Kashmir (Id: C-21409)",Affiliated College,Jammu and Kashmir,Baramula
35847,"University of Kashmir, Srinagar (Id: U-0196)","Govt. Degree College Boys Sopore,Kashmir (Id: C-21433)",Affiliated College,Jammu and Kashmir,Baramula
35848,"University of Kashmir, Srinagar (Id: U-0196)","Govt. Degree College Dooru, Kashmir (Id: C-21421)",Affiliated College,Jammu and Kashmir,Anantnag
35849,"University of Kashmir, Srinagar (Id: U-0196)","Govt. Degree College for Boys Anantnag, Kashmir (Id: C-21415)",Affiliated College,Jammu and Kashmir,Anantnag
35850,"University of Kashmir, Srinagar (Id: U-0196)","Govt. Degree College for Women, Baramullah, Kmr. (Id: C-21459)",Affiliated College,Jammu and Kashmir,Baramula
35851,"University of Kashmir, Srinagar (Id: U-0196)","Govt. Degree College for Women Pulwama, Kashmir (Id: C-21411)",Affiliated College,Jammu and Kashmir,Pulwama
35852,"University of Kashmir, Srinagar (Id: U-0196)","Govt. Degree College for Womens, Anantnag (Id: C-21454)",Affiliated College,Jammu and Kashmir,Anantnag
35853,"University of Kashmir, Srinagar (Id: U-0196)","Govt. Degree College for Women Sopore, Kashmir (Id: C-35390)",Affiliated College,Jammu and Kashmir,Baramula
35854,"University of Kashmir, Srinagar (Id: U-0196)","Govt. Degree College Ganderbal, Kashmir (Id: C-21440)",Affiliated College,Jammu and Kashmir,Ganderbal
35855,"University of Kashmir, Srinagar (Id: U-0196)","Govt. Degree College Gurez, Kashmir (Id: C-21437)",Affiliated College,Jammu and Kashmir,Bandipore
35856,"University of Kashmir, Srinagar (Id: U-0196)","Govt Degree College Handwara, Kashmir (Id: C-21418)",Affiliated College,Jammu and Kashmir,Kupwara
35857,"University of Kashmir, Srinagar (Id: U-0196)",Govt. Degree College Kargil (Id: C-21423),Affiliated College,Jammu and Kashmir,Kargil
